Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price,PriceOneRoom,PriceSquare
14591,999,2.0,43.70166178867073,26.350358249023103,5.0,5,9.0,1961,0.0150168919999999,1,1,17,3079,59,2890.0,0,8,1,287056.01254272985,143528.00627136492,6568.5376892726445
8224,999,3.0,77.8739361356098,48.99113289942049,12.0,9,25.0,2012,0.0,1,1,36,6714,2,2672.0,0,2,1,191550.1213566216,63850.0404522072,2459.7462368289166
9371,23,2.0,60.503248324677,60.503248324677,0.0,16,17.0,1977,0.034656082,1,1,0,168,0,900.0,0,0,1,229778.0579017187,114889.02895085936,3797.780520289865
10739,999,2.0,45.25713880537702,32.61382570011897,5.0,4,5.0,1971,0.033493708,1,1,66,10573,1,1322.0,3,8,1,171266.94942738526,85633.47471369263,3784.3079334709723
1853,999,3.0,58.4198155580721,37.27561392063118,5.0,5,5.0,1963,0.225824954,0,1,41,6558,7,1548.0,3,2,1,197456.9208142761,65818.97360475869,3379.9648103646346
9833,1,2.0,56.49431782042168,54.72356903322895,0.0,9,17.0,1977,0.0071223169999999,1,1,1,264,0,900.0,0,1,1,196078.90728935655,98039.45364467827,3470.7721918624097
175,23,2.0,58.692132931238426,57.692132931238426,1.0,16,17.0,1977,0.075778755,1,1,6,1437,3,900.0,0,2,1,184501.01122512695,92250.50561256347,3143.5390402540256
10521,999,3.0,104.21139562017449,106.34040255951888,0.0,14,17.0,2017,0.060753049,1,1,15,2787,2,520.0,0,7,1,435462.0480700058,145154.01602333525,4178.641361422318
7008,21,2.0,48.85174210675612,33.53343210586304,5.0,5,5.0,1970,0.194489265,1,1,47,8004,3,125.0,3,5,1,183826.3165224307,91913.15826121534,3762.94290837599
1821,23,2.0,49.92948862213306,48.92948862213306,1.0,9,12.0,1977,0.034656082,1,1,0,168,0,900.0,0,0,1,88464.4253950588,44232.2126975294,1771.7871309389645
14292,999,1.0,41.53813827372754,23.292934580888872,8.0,7,16.0,1981,0.0144231139999999,1,1,19,3806,4,900.0,0,3,1,234052.2655266131,234052.2655266131,5634.635427911049
7596,23,1.0,47.08010024748141,46.80798919400547,12.0,3,9.0,1977,0.014072961,1,1,2,475,0,900.0,0,0,1,96029.1678773352,96029.1678773352,2039.697608385453
13393,999,1.0,41.27061351984075,20.45594534035546,7.0,8,14.0,2003,0.195781053,1,1,23,5212,6,900.0,3,2,1,214733.34225833853,214733.34225833853,5203.056701716004
2221,999,1.0,35.39023537965956,21.675589451961883,5.0,3,5.0,1963,0.21843974,1,1,21,4472,6,1450.0,4,7,0,172795.8670771811,172795.8670771811,4882.5859795353335
10103,999,1.0,35.28089402875877,23.354176234674952,6.0,3,9.0,1971,0.282797669,1,1,33,8667,2,900.0,0,6,1,148862.21017433386,148862.21017433386,4219.343479589568
2301,1,2.0,61.400054374659,65.22460279642264,0.0,17,22.0,2016,0.0071223169999999,1,1,1,264,0,900.0,0,1,1,199215.45222932717,99607.72611466359,3244.5484659301424
6455,44,1.0,31.893483476039908,20.94667055523254,7.0,3,14.0,1973,0.175054867,1,1,36,10055,3,900.0,1,0,1,182946.36203104112,182946.36203104112,5736.167457796832
16334,1,1.0,42.41417613853096,41.41417613853096,1.0,14,17.0,1977,0.0071223169999999,1,1,1,264,0,900.0,0,1,1,156476.61434830475,156476.61434830475,3689.25271204677
3963,999,3.0,60.49673620327934,38.70193286627448,6.0,4,9.0,1980,0.041124634,1,1,46,9515,5,900.0,1,10,1,276349.9122838608,92116.6374279536,4568.013576059343
10065,999,2.0,54.47743204165913,31.149444195768496,7.0,14,22.0,1991,0.150817539,1,1,16,3433,4,2643.0,4,5,1,279119.9134223016,139559.9567111508,5123.587932868373
3203,23,2.0,56.21870163187176,55.21870163187176,1.0,3,3.0,1977,0.005767451,1,1,1,388,0,900.0,0,0,1,90303.66568299792,45151.83284149896,1606.2922668388799
1982,999,1.0,38.007936217693626,23.281713820168363,9.0,1,12.0,1970,0.118537385,1,1,30,6207,1,1183.0,1,0,1,147636.76035604486,147636.76035604486,3884.366662542344
12393,11,2.0,57.32249447212715,31.78800632302188,10.0,5,16.0,1980,0.0001696759999999,1,1,36,5992,0,900.0,1,1,1,242402.234569005,121201.1172845025,4228.745395699279
16601,999,2.0,47.31752643089487,31.100516771763807,6.0,6,12.0,1975,0.127375905,1,1,43,8429,3,900.0,3,9,1,207641.6759898469,103820.83799492345,4388.2614255649705
4191,1,2.0,65.02389875686265,64.02389875686265,1.0,10,17.0,1977,0.0071223169999999,1,1,1,264,0,900.0,0,1,1,197343.7979853104,98671.8989926552,3034.942563552184
7619,999,2.0,54.78732376431341,33.512142879434535,8.0,1,12.0,1978,6.99893e-05,1,1,46,10309,1,240.0,1,16,1,100471.95261307228,50235.97630653614,1833.8539959587563
7605,6,1.0,42.50553193590355,41.50553193590355,1.0,6,12.0,2014,0.2432045189999999,1,1,5,1564,0,540.0,0,0,1,113617.2195706784,113617.2195706784,2672.99841681803
9723,52,2.0,64.14115197487071,63.14115197487071,1.0,5,17.0,1977,0.371148999,1,1,34,7065,1,750.0,2,5,1,158148.93648361234,79074.46824180617,2465.639166343194
11398,62,1.0,41.19418849786451,41.19418849786451,0.0,6,17.0,1977,0.072157581,1,1,2,629,1,900.0,0,0,0,114063.0920409234,114063.0920409234,2768.912222820857
3759,999,2.0,57.95597269122313,32.27257840039711,9.0,17,17.0,2001,0.151346216,1,0,32,5889,10,830.0,4,1,1,339414.5500190396,169707.2750095198,5856.420559574883
8443,57,2.0,45.96488978915266,29.14121181617378,5.0,3,5.0,1963,0.133215333,1,1,49,11395,3,1406.0,3,4,0,180538.89892241484,90269.44946120742,3927.756593142546
1063,999,1.0,42.67884386982604,23.918634033545924,8.0,1,12.0,1983,6.99893e-05,1,1,46,10309,1,240.0,1,16,1,179784.4733339991,179784.4733339991,4212.49633383595
6925,27,2.0,64.92910276079539,63.30460517784749,10.0,15,17.0,2016,0.072157581,1,1,2,629,1,900.0,0,0,0,228584.00107195403,114292.00053597701,3520.5168615078187
10362,27,2.0,79.22704893716298,79.22704893716298,0.0,9,17.0,1977,0.072157581,1,1,2,629,1,900.0,0,0,0,167023.97314312926,83511.98657156463,2108.168553338397
2136,74,2.0,84.68773160202026,81.90555163617604,0.0,12,17.0,2017,0.075778755,1,1,6,1437,3,900.0,0,2,1,243479.876105312,121739.938052656,2875.0312648532868
14675,74,1.0,52.45758937232919,52.42334455610409,0.0,2,17.0,1977,0.075778755,1,1,6,1437,3,900.0,0,2,1,160292.1637018166,160292.1637018166,3055.652492227731
9413,999,1.0,39.42966643301249,18.519732724337832,9.0,2,16.0,1981,0.16909109,1,1,19,3856,10,900.0,2,5,1,174952.64419069275,174952.64419069275,4437.081517996653
4014,6,2.0,63.18442201310369,61.142893772269815,1.0,17,17.0,2016,0.2432045189999999,1,1,5,1564,0,540.0,0,0,1,190762.98155043615,95381.49077521807,3019.145787404278
12246,9,1.0,50.2991671506794,24.3496040418,9.0,11,16.0,2006,0.136244425,1,1,11,2370,0,900.0,0,1,1,197101.04908793507,197101.04908793507,3918.5748045785044
14020,34,1.0,47.90932737998547,42.78238540963263,1.0,1,1.0,2016,0.069753361,1,1,53,13670,4,900.0,1,11,1,181167.64240357088,181167.64240357088,3781.4691274345714
2435,999,4.0,65.55983414534953,47.69625495229669,6.0,6,9.0,1976,0.037177818,1,1,52,11217,1,2300.0,1,7,1,266989.0161418366,66747.25403545915,4072.448010620469
7758,999,1.0,39.24892718662953,21.592325047856097,7.0,13,17.0,2009,0.007658515,1,1,35,7077,56,2301.0,3,19,1,254236.325085562,254236.325085562,6477.535650252619
12162,999,1.0,39.25255481200749,19.394250723900623,7.0,1,16.0,1985,0.000991363,1,1,33,6783,3,900.0,1,9,1,184737.9210694037,184737.9210694037,4706.392283360158
15600,999,2.0,49.88874002058505,31.603650465162,6.0,9,12.0,1974,0.0,1,1,23,3684,2,900.0,0,4,1,261086.02440592507,130543.01220296253,5233.365771478614
6832,999,2.0,62.78380934113364,35.222368111513255,10.0,5,10.0,1994,0.041116354,1,1,53,14892,4,900.0,1,4,1,259293.02212247785,129646.51106123893,4129.934529993525
2952,999,2.0,58.43360726566507,31.08698930261341,8.0,3,14.0,1970,0.210473241,1,1,11,2398,2,1994.0,3,0,1,116661.59548998011,58330.79774499006,1996.4811509853364
2855,999,2.0,61.71855284835026,33.0401150131786,10.0,10,11.0,2000,0.0,1,1,30,5562,0,900.0,0,5,0,267609.8272514647,133804.91362573236,4335.970545340127
7488,21,1.0,42.5012260708919,22.91573470453811,8.0,2,12.0,1979,0.194489265,1,1,47,8004,3,125.0,3,5,1,153038.21948532813,153038.21948532813,3600.795403644612
11248,27,2.0,54.58323128280291,33.32030228893807,11.0,2,9.0,2000,0.041116354,1,1,53,14892,4,900.0,1,4,1,238779.4476509319,119389.72382546595,4374.593479337713
9613,999,3.0,127.48158341963554,126.48158341963554,1.0,1,1.0,2012,0.3139245519999999,1,1,22,4625,11,3855.0,2,10,1,510700.4447348914,170233.48157829713,4006.0723363766283
16674,999,2.0,47.14562641451781,30.738284138231357,5.0,2,9.0,1976,0.127375905,1,1,43,8429,3,900.0,3,9,1,210364.3147189588,105182.1573594794,4462.011234496615
3918,999,2.0,48.07704110377844,28.835116601308275,5.0,5,9.0,1968,0.175054867,1,1,36,10055,3,900.0,1,0,1,198183.0769195046,99091.5384597523,4122.1978801005935
11902,999,2.0,52.08218293973108,34.01705745296253,8.0,7,17.0,1994,0.0,1,1,27,4798,0,30.0,2,8,1,243824.7929712899,121912.39648564495,4681.5394288185125
13395,999,2.0,50.29076173681866,32.46080944051039,6.0,12,12.0,1973,0.089039719,1,1,33,7976,5,900.0,0,11,1,242107.0978653341,121053.54893266705,4814.146564976042
1836,999,2.0,49.03078774789541,31.91889562577639,8.0,2,5.0,1964,0.306977489,1,1,27,5148,14,1575.0,5,7,1,212786.0017001436,106393.0008500718,4339.844646066842
1671,999,3.0,58.57037093462772,37.434125981371615,5.0,4,5.0,1961,0.341071945,1,1,27,5664,48,2300.0,3,11,1,305732.5862953504,101910.86209845013,5219.9189012579145
9558,999,1.0,34.19820977216433,20.981127484293157,6.0,7,9.0,1973,0.4288258179999999,1,1,25,5011,8,730.0,0,2,1,156375.02000227175,156375.02000227175,4572.608362954524
13887,999,3.0,74.97105425768765,46.23924761599082,10.0,16,17.0,1987,0.0,1,1,23,5067,4,900.0,2,6,1,415398.57303062605,138466.19101020868,5540.786069285272
4280,34,2.0,61.33496777880346,4.091944920685359,1.0,1,1.0,2014,0.069753361,1,1,53,13670,4,900.0,1,11,1,286564.4419718113,143282.22098590565,4672.121831143182
14319,27,2.0,58.93727974313555,34.74006979324089,11.0,2,7.0,1998,0.041116354,1,1,53,14892,4,900.0,1,4,1,217349.25658949924,108674.62829474962,3687.8060463049114
13671,999,3.0,63.728236554474776,38.960935131663554,6.0,9,9.0,1971,0.149666373,1,1,22,4789,2,4087.0,4,1,1,291058.0808994419,97019.36029981397,4567.176131582521
9753,23,1.0,41.84569772836166,40.84569772836166,1.0,14,17.0,1977,0.075778755,1,1,6,1437,3,900.0,0,2,1,110620.6293204901,110620.6293204901,2643.5365001815953
13577,61,1.0,33.646711450929125,21.423552980052552,5.0,8,9.0,1975,0.300322518,1,1,52,10311,6,900.0,1,9,1,165018.9484643495,165018.9484643495,4904.459941204525
14756,1,1.0,50.61776843485736,46.50567613406383,1.0,10,24.0,1977,0.0071223169999999,1,1,1,264,0,900.0,0,1,1,175188.95821584578,175188.95821584578,3461.017022931494
3973,1,2.0,62.96990315347616,31.74561055395469,10.0,14,14.0,2014,0.0071223169999999,1,1,1,264,0,900.0,0,1,1,92127.0617882676,46063.5308941338,1463.0332456400145
13957,999,2.0,58.91191808519165,33.6122411146587,9.0,12,17.0,2005,0.0,1,1,47,11319,0,1145.0,3,5,1,274570.7175007904,137285.3587503952,4660.6989964872255
11765,23,2.0,48.76013224783535,47.76013224783535,1.0,3,3.0,1977,0.034656082,1,1,0,168,0,900.0,0,0,1,113250.4265003472,56625.2132501736,2322.6029397279744
2930,9,2.0,62.34715418212179,61.34715418212179,1.0,1,1.0,1977,0.161531741,1,1,25,5648,1,30.0,2,4,1,184172.97563930124,92086.48781965062,2953.991694654017
6496,1,2.0,53.18796830353498,34.82049795088077,8.0,7,17.0,1990,0.025609157,1,1,33,5261,0,240.0,3,1,1,241419.59687217,120709.798436085,4538.988883621726
8361,57,3.0,64.0151002560132,43.84285219250445,6.0,10,12.0,1984,0.133215333,1,1,49,11395,3,1406.0,3,4,0,270071.61951510777,90023.8731717026,4218.873647545976
9970,999,3.0,61.80902159655469,40.44472528024896,6.0,2,9.0,1972,0.0150168919999999,1,1,17,3079,59,2890.0,0,8,1,378581.5411997035,126193.84706656785,6125.02077238521
3276,27,2.0,62.22456919797416,58.5039850086156,1.0,8,17.0,2016,0.017647053,1,1,2,469,0,900.0,0,0,1,192625.0493997445,96312.52469987224,3095.6429571555113
6761,999,2.0,45.59291291275085,27.27845940340863,6.0,3,9.0,1981,0.002211665,1,1,39,7614,3,900.0,1,5,0,201121.07053639015,100560.53526819508,4411.235380403676
11448,999,1.0,35.683059286946204,18.66223506733892,7.0,12,12.0,1977,0.4288258179999999,1,1,25,5011,8,730.0,0,2,1,150513.47488734513,150513.47488734513,4218.065319931996
12428,999,2.0,39.900424683233375,26.477223105164704,6.0,12,14.0,1982,0.282797669,1,1,33,8667,2,900.0,0,6,1,204804.84335521163,102402.42167760582,5132.898834564861
8583,999,3.0,65.68346852974332,43.533322473808525,7.0,11,12.0,1977,0.020741326,1,1,24,5613,5,1340.0,2,5,1,313452.5352345641,104484.17841152137,4772.167826256374
2516,999,1.0,42.145274302242434,21.30455608889669,10.0,3,14.0,1984,0.265088676,1,1,37,5288,0,1937.0,3,2,1,225889.6912453254,225889.6912453254,5359.786950854094
14635,999,2.0,42.389567415418014,33.06483544074146,5.0,1,5.0,1963,0.0,1,1,7,1660,39,1786.0,1,5,1,224746.81185663465,112373.40592831733,5301.936904760422
12377,27,2.0,60.44585456445121,59.44585456445121,1.0,1,1.0,1977,0.072157581,1,1,2,629,1,900.0,0,0,0,213798.18515132743,106899.09257566372,3537.0198120594396
14571,999,1.0,44.570412123654016,19.485741143328703,10.0,18,24.0,2011,0.0922906419999999,1,1,21,4346,2,165.0,1,2,1,212821.6747251237,212821.6747251237,4774.954158706934
3975,1,2.0,65.00927913436702,64.00927913436702,1.0,9,17.0,1977,0.0071223169999999,1,1,1,264,0,900.0,0,1,1,186403.4841889536,93201.7420944768,2867.3365813467663
14822,999,3.0,76.23513674330522,47.001817296653726,10.0,9,17.0,1997,0.0,1,1,30,5562,0,900.0,0,5,0,293371.9575586355,97790.65251954517,3848.2512144821294
367,45,1.0,42.367288692851375,40.012528663007295,1.0,2,14.0,2015,0.195781053,1,1,23,5212,6,900.0,3,2,1,250466.9807768161,250466.9807768161,5911.801026320511
9703,999,4.0,98.6867031290387,57.307057812964345,15.0,10,17.0,2008,0.158249043,1,1,21,5731,0,900.0,1,0,1,373510.0571282724,93377.5142820681,3784.8063141787798
10935,999,3.0,60.4381691785688,43.96785075861281,5.0,5,5.0,1965,0.212515361,1,1,19,3293,16,628.0,3,7,1,269680.638174428,89893.54605814267,4462.091453790364
5267,999,1.0,43.44426635232809,20.7024088953552,8.0,12,17.0,2010,0.020741326,1,1,24,5613,5,1340.0,2,5,1,168601.97480454494,168601.97480454494,3880.8797790990866
8753,999,3.0,85.95230644639722,89.80375267249289,1.0,3,3.0,2017,0.069753361,1,1,53,13670,4,900.0,1,11,1,309688.5926806599,103229.5308935533,3603.0283012101863
11279,999,2.0,74.44137733392218,35.64026901404005,9.0,23,25.0,2004,0.000991363,1,1,33,6783,3,900.0,1,9,1,435909.1097547888,217954.5548773944,5855.736760477019
8691,1,2.0,55.2332130691251,54.2332130691251,1.0,13,17.0,1977,0.0071223169999999,1,1,1,264,0,900.0,0,1,1,184324.9008862336,92162.4504431168,3337.2112655396045
16188,999,2.0,61.502134430937154,33.12142623794768,10.0,5,17.0,1985,0.019508796,1,1,37,7687,11,176.0,5,5,1,354879.40318376414,177439.70159188207,5770.196538174952
10337,999,2.0,43.771829534570266,33.24216720327901,5.0,3,9.0,1968,0.118537385,1,1,30,6207,1,1183.0,1,0,1,203425.39606435495,101712.69803217748,4647.404466009193
12087,999,3.0,60.15940612151951,46.354526718512815,5.0,4,9.0,1968,0.309479124,1,1,35,7715,4,990.0,0,6,1,317296.30529966415,105765.43509988805,5274.259268097473
6072,6,1.0,65.10201679019049,64.62260302448165,1.0,1,9.0,2015,0.2432045189999999,1,1,5,1564,0,540.0,0,0,1,175899.97828362975,175899.97828362975,2701.912889281399
6600,999,1.0,35.99013769288014,18.12583002371395,1.0,1,9.0,1978,0.041116354,1,1,53,14892,4,900.0,1,4,1,155312.29482522552,155312.29482522552,4315.412631943074
10726,27,3.0,89.6929642467968,87.62381427680403,1.0,1,1.0,1977,0.072157581,1,1,2,629,1,900.0,0,0,0,265978.8377804947,88659.61259349824,2965.437033039005
3428,999,3.0,110.20396948700356,59.27070227635576,12.0,19,28.0,2007,0.019508796,1,1,37,7687,11,176.0,5,5,1,146061.7305650271,48687.2435216757,1325.3763112612044
15386,999,2.0,45.923672661582266,26.177752782849083,5.0,3,5.0,1967,0.486245621,1,1,13,2514,19,900.0,0,6,1,176480.46517329663,88240.23258664832,3842.9083508587164
12613,6,2.0,65.49667436641931,5.589323580442588,1.0,5,17.0,1977,0.2432045189999999,1,1,5,1564,0,540.0,0,0,1,180727.64354109476,90363.82177054738,2759.3407648458456
3749,999,1.0,42.19894558704248,20.794835924374308,10.0,16,22.0,1987,0.037177818,1,1,52,11217,1,2300.0,1,7,1,87182.52338492699,87182.52338492699,2065.9881940675095
6172,27,2.0,92.40000684071424,92.06923622776029,10.0,2,5.0,1977,0.07542368,1,1,11,3097,0,900.0,0,0,1,116942.67104480596,58471.33552240298,1265.6132292977004
8173,999,1.0,40.812877553246935,23.09788779329753,10.0,10,22.0,1999,0.0,1,1,23,5067,4,900.0,2,6,1,292718.31260052294,292718.31260052294,7172.204709619532
14901,999,2.0,62.30129218800013,30.388568968400403,10.0,11,12.0,2008,0.151346216,1,0,32,5889,10,830.0,4,1,1,427526.0036151234,213763.0018075617,6862.233327761848
9742,1,2.0,63.672610618053405,62.672610618053405,1.0,11,17.0,1977,0.0071223169999999,1,1,1,264,0,900.0,0,1,1,194510.14788951524,97255.07394475762,3054.8480108080385
12256,999,1.0,33.25798132827507,18.181442895582563,5.0,7,9.0,1967,0.178916796,1,1,18,3594,4,192.0,1,5,1,201616.2738975917,201616.2738975917,6062.192166972647
3839,999,3.0,78.47198680838288,52.70682355093004,8.0,3,5.0,1957,0.151346216,1,0,32,5889,10,830.0,4,1,1,419692.9780338244,139897.65934460814,5348.315941823333
10835,61,2.0,45.58698248918699,34.68238548099001,5.0,5,5.0,1962,0.298204575,1,1,16,4048,3,900.0,1,3,1,177434.7589711046,88717.3794855523,3892.224255316554
5460,74,1.0,50.1451762027309,49.1451762027309,1.0,8,12.0,1977,0.075778755,1,1,6,1437,3,900.0,0,2,1,171901.0874084269,171901.0874084269,3428.068269487209
13759,999,1.0,40.11736379193481,21.391897654599497,10.0,5,22.0,1982,0.0,1,1,25,5027,4,46.0,1,1,1,239038.59002294776,239038.59002294776,5958.4819995326825
14787,34,2.0,60.366625674269216,57.70914937562125,10.0,17,19.0,2017,0.069753361,1,1,53,13670,4,900.0,1,11,1,241737.8084974161,120868.90424870804,4004.494301235308
9892,62,2.0,71.3047632136293,70.3047632136293,1.0,13,20.0,1977,0.072157581,1,1,2,629,1,900.0,0,0,0,170564.40872038715,85282.20436019357,2392.047894603838
3287,27,3.0,92.8855438693015,91.6422491667201,13.0,7,17.0,2015,0.072157581,1,1,2,629,1,900.0,0,0,0,206780.54887701644,68926.84962567214,2226.186554583517
7967,9,1.0,37.47019524242762,21.485797280082046,7.0,12,17.0,1993,0.069753361,1,1,53,13670,4,900.0,1,11,1,187899.22196065105,187899.22196065105,5014.63151566107
10666,999,1.0,37.98575172539788,20.142098703933197,9.0,8,16.0,1974,0.521867054,1,1,25,6149,0,900.0,0,0,1,137656.12292446892,137656.12292446892,3623.888344229603
8141,46,2.0,69.80461247985367,33.829660084365926,12.0,13,16.0,2014,0.188783766,1,1,31,6137,4,900.0,0,1,1,465067.0658834223,232533.53294171116,6662.411685440492
11417,999,1.0,40.09075455020088,22.393898211263423,8.0,6,16.0,1980,0.093442564,1,1,23,4635,5,3300.0,2,4,1,145941.55533360448,145941.55533360448,3640.2795849317145
14141,23,2.0,57.69961907981183,47.69961907981183,10.0,1,1.0,1977,0.034656082,1,1,0,168,0,900.0,0,0,1,114168.53270326483,57084.26635163242,1978.6704751957463
